k,Job,Name
46872, Set Decoration, Clarence Steensen
46164, Executive Producer, Kazuya Hamana
82655, Cinematography, Ryan Adams
53567, Music, Raymond Enoksen
1956, Foley, Goro Koyama
75162, Production Design, Danilo Donati
322378, Consulting Producer, Daniel Wallentin
67515, Costume Design, Laura Drawbaugh
31005, Set Decoration, Kathy Lucas
39993, Hairstylist, Vittoria Silvi
43346, Producer, Henry Cornelius
19490, Set Decoration, Julia Heron
45714, Editor, Ralph Sheldon
248870, Cinematography, Scott Sinkler
198146, Production Supervisor, Robert Lord
98262, Screenplay, Leonard Spigelgass
35954, Adaptation, John Wexley
30637, Screenplay, Jean Scott Rogers
43515, Associate Producer, Sherman Todd
40998, Assistant Director, R Kannan
10130, Costume Design, Catherine Leterrier
11375, Art Direction, Christa Munro
8445, Costume Design, Inger Pehrsson
11946, Lighting Manager, Sten Lindberg
18079, Special Effects Coordinator, Federico Cueva
72083, Screenplay, Luis Fernando de Igoa
4519, Novel, Henri Cueco
40130, Script Supervisor, Graziella Marsetti
20127, Set Decoration, William Kiernan
28007, Screenplay, Henry Garson
360387, Editor, Matt Mayer
11953, Screenplay, Masato Ide
142656, Set Decoration, Ushitarô Shimada
21143, Hairstylist, Eileen Warwick
28498, Director of Photography, Wolfgang Suschitzky
199155, Art Direction, Edward Vorkapich
33037, Story, Warren Foster
8280, Costume Design, Maria Beloso-Hall
781, Novel, Anne-Françoise Pyszora
422, Costume Design, Piero Gherardi
44411, Set Designer, Christina Marti
1829, Music, Maurice Jaubert
32085, Supervising Technical Director, Stephen Chiodo
55197, Sound, Yoshisaburô Senoo
27625, Director of Photography, Frederick E. West
57230, Editor, R. Pesetskaya
16958, Set Decoration, Edwin B. Willis
17218, Screenplay, Art Cohn
43385, Adaptation, Charles Schnee
83670, Producer, Collier Young
37373, Art Direction, John DeCuir
193229, Set Decoration, Giorgos Georgiou
124295, Director of Photography, Pavel Lebeshev
26280, Director of Photography, Stéphanie Anne Weber Biron
43095, Original Music Composer, Yasushi Akutagawa
31056, Cinematography, Witold Adamek
43850, Story, Gilbert Wakefield
29347, Hairstylist, Barbara Barnard
45560, Assistant Director, Harry Baer
67927, Art Direction, Arne Åkermark
31392, Producer, Gaston Hakim
98927, Costume Design, Olga Pelletier
71041, Art Direction, Willy Schatz
71120, Writer, Stephen Smoke
219233, Assistant Director, Yoshikazu Ôtsuki
21631, Original Music Composer, William Alwyn
43339, Sound Mixer, Shûzô Horikawa
142918, Hairstylist, Ito Sawada
211879, Costume Design, Jaanus Vahtra
24002, Director, Richard Sale
30793, Visual Effects, John P. Fulton
70706, Producer, Janice Williams
9702, Producer, Jerry Gershwin
13542, Director, Tom Hooper
18215, Editor, David Finfer
34082, Original Music Composer, Joseph J. Lilley
229610, Story, Christopher Isherwood
242076, Producer, Warren Ostergard
336011, Co-Producer, Matthew Achterberg
29794, Associate Producer, Avrumie Schnitzer
16814, Director, Tony Bill
32924, Sound Re-Recording Mixer, Jeffrey Perkins
127866, Producer, Elina Psikou
41841, Executive Producer, Bill Badalato
1988, Editor, Peter Christelis
14137, Makeup Department Head, Brian Abbott
19096, Screenplay, Ben Barzman
37309, Original Music Composer, Frank Skinner
434510, Boom Operator, Jack Chan
226188, Line Producer, Kimberly A. Ray
20408, Music Director, Milton Rosen
19171, Makeup Artist, Josef Norin
18804, Music, Terry Frewer
140750, Set Designer, Rene Fresquez
205321, Production Design, Vincent Albo
28538, Screenplay, Ivan Reiner
24392, Makeup Department Head, Kate Lyne
114354, Production Manager, José Alcalde
2056, Production Design, John Paino
35066, Set Decoration, Katie Spencer
71825, Story, Barry Primus
22176, Screenplay, Thomas C. Ryan
40933, Production Design, Gunther Gerszo
18500, Art Direction, Catherine Schroer
27593, Art Direction, Shelley Nieder
52304, Original Music Composer, Mark Snow
65889, Writer, Saul Turteltaub
51824, Makeup Artist, Monique Venier
320853, Director, Lewis Allen
44326, Director, Robert M. Young
31513, Original Music Composer, Conrad Salinger
11338, Costume Design, Deborah Nadoolman
9090, Art Direction, Robert Guerra
51512, Casting, Ferne Cassel
54933, Editor, Craig McKay
254904, Casting, Mary Vernieu
4516, Director, Patrice Leconte
43912, Sound Effects Editor, Michael P. Redbourn
13107, Producer, Tom Lassally
10015, Set Decoration, Robert R. Benton
56766, Costume Design, Kate Rose
332354, Editor, Javier Martín Penagos
64834, Editor, Mario Morra
266285, Sound Designer, Alastair Sirkett
27419, Executive Producer, Ralph Baum
19933, Screenstory, Jerry Rees
105843, Music, Georg Friedrich Händel
3483, Story, Harry Alan Towers
2928, Director of Photography, John Lindley
9652, Sound Designer, Franca Silvi
335, Producer, Fulvio Morsella
53021, Set Decoration, Edward G. Boyle
4722, Set Decoration, Linda Spheeris
90816, Story, Gene Quintano
8844, Executive Producer, Robert W. Cort
34653, Director, Tom Ford
280690, Casting, Bharat Jha
244761, Casting, Jason Knight
210092, Hairstylist, David R. Beecroft
186, Producer, Christopher Eberts
6471, Set Decoration, Richard C. Goddard
17422, Producer, Fang Li
202575, Director, Jeremy Degruson
19616, Editor, Rameshwar S. Bhagat
314371, Gaffer, James McGuire
16406, Executive Producer, David Coatsworth
670, Production Design, Seong-hie Ryu
91580, Production Office Assistant, Elisar Cabrera
31647, Still Photographer, Liz Prevett
315868, Novel, Witold Gombrowicz
44592, Art Direction, Frank Paul Sylos
118011, Dialogue, Xavier Villaurrutia
425553, Set Designer, Liv Ask
43437, Original Music Composer, Leo Arnaud
82327, Producer, Philippe Martin
11558, Producer, Thomas L. Miller
546, Casting, Eve Battaglia
282268, Director of Photography, Brett Turnbull
12823, Screenplay, Federica Pontremoli
146783, Original Music Composer, Felice Lattuada
26252, Original Music Composer, Mohamed Ygerbuchen
32622, Set Decoration, Caroline Seckinger
9905, Set Decoration, Karen Wakefield
46982, Set Decoration, Vladimir Macha
48854, Writer, Siegfried
16939, Casting, John Redway
197772, Producer, Simon Arnal
49908, Producer, Philippe Bober
28324, Second Unit, Donatella Donati
325803, Compositors, Kulanen Ikyo
47432, Writer, Petros Markaris
30973, Executive Producer, Sandy Pearl
84892, Casting, Venus Kanani
6916, Screenplay, Francesco Scardamaglia
44287, Casting, Rosina Bucci
12159, Director of Photography, Eduardo Serra
36819, Music, George Harrison
22744, Producer, Kenneth Macgowan
35976, Original Music Composer, Paul Williams
73358, Co-Producer, Celia Duval
228326, Animation, Travis Tohill
16205, Casting, Don Carroll
28169, Associate Producer, Jeffrey W. Sass
298865, Associate Producer, Rosie Komadina
4351, Executive Producer, Cary Epstein
52362, Costume Design, Renié
6970, Line Producer, Margot Lulick
51170, Production Coordinator, Melissa Kirkendall
2748, Production Manager, Mario Del Papa
28665, Screenplay, Allison Burnett
762, Costume Design, Hazel Pethig
121210, Set Decoration, Hind Ghazali
403431, Director of Photography, Christian Sprenger
8213, Original Music Composer, Uwe Kirbach
115712, Costume Design, Margrét Einarsdóttir
244517, Novel, Peter Dexter
14911, Book, William C. Anderson
16135, Producer, Charles-Marie Anthonioz
287483, Producer, Osnat Handelsman-Keren
5172, Set Designer, Marisa Frantz
21575, Screenplay, Thomas Bidegain
10679, Director of Photography, Mika Orasmaa
18292, Producer, David Gordon Green
14286, Executive Producer, Hans Robert Eisenhauer
300654, Producer, Frank Hall Green
10994, Novel, Janet Fitch
41384, Editor, John Nutt
65628, Story, Giuseppe Moccia
425591, Original Music Composer, Will Blair
159932, Producer, Aaron L. Gilbert
39767, Producer, Yasushi Tsuge
433244, Director of Photography, John Frost
80243, Associate Producer, Nelson Yu Lik-wai
89738, Set Decoration, Maggie Gray
10092, Director of Photography, Romeo Tirone
4520, Production Design, Tim Harvey
114562, Executive Producer, Douglas Lorentz
12241, Costume Design, Beverly Safier
37406, Executive Producer, Kimber Rickabaugh
140894, Director of Photography, Lennert Hillege
819, Casting, Louis DiGiaimo
24736, Screenplay, Sally Robinson
13551, Producer, Kevin Turen
43874, Editor, Margaret Booth
10760, Producer, Clifford Werber
276488, Director of Photography, Piers McGrail
413736, Executive Producer, David Voss
80427, Sound Mixer, Zhang Yang
23916, Producer, Jeff Wald
346758, Art Direction, Thodore Ushev
20442, Director, Anthony Mann
10503, Director of Photography, Dick Pope
376570, Executive Producer, Jeannette Brill
3022, Producer, Victor Saville
28072, Executive Producer, Julio Vallejo
392572, Producer, Aakash Chawla
18897, Producer, Diana Elbaum
10799, Original Music Composer, Olivia Bouyssou
39356, Line Producer, Georgina Allison Conder
267999, Associate Producer, Malte Forssell
393834, Executive Producer, Trevor Kennedy
4912, Director of Photography, Newton Thomas Sigel
300487, Costume Design, Tiina Kaukanen
18632, Costume Design, Slavica Grkavac
15152, Editor, Reynald Bertrand
227973, Producer, Craig Schulz
75204, Visual Effects, Pierre Bonnette
4497, Screenplay, Julio Alejandro
253406, Production Design, Stephen Beatrice
12146, Casting, Jo Edna Boldin
42493, Producer, Norman Lear
12178, Editor, Barney Pilling
38167, Art Direction, Charley Beal
216859, Writer, Bert Granet
14524, Music, Matteo Scumaci
2212, Director of Photography, Dan Laustsen
393367, Production Design, Savage
423453, Lead Animator, Jacques Daigle
15555, Writer, Bahareh Azimi
428687, Executive Producer, Ifunanya Maduka
348390, Producer, Darren M. Demetre
401743, Producer, Max Handelman
79521, Makeup Artist, Gordon Bau
28482, Special Effects, Francisco Prósper
25853, Line Producer, Matthew R. Brady
268174, Producer, Andrea Grano
508, Music Editor, Jon Olive
29058, Editor, Jack Killifer
161833, Animation, Hardie Gramatky
25749, Associate Producer, Thomas C. Rainone
26978, Original Music Composer, Elmer Bernstein
85230, Editor, Robert Lower
13186, Art Direction, Kirsten Franson
74727, Executive Producer, Bryan Woodruff
21838, Producer, E.J. Heiser
346384, Music Supervisor, Martyn Berg
5256, Set Decoration, Jennifer Knepshield
75329, Costume Design, Rose Bennett
39303, Producer, Charles Adelman
254024, Hairstylist, Massimo Gattabrusi
2133, Production Design, William Sandell
45657, Writer, Shawn Rasmussen
72733, Cinematography, Jira Maligool
300187, Casting, Sarah Katzman
127846, Editor, Adam Nielsen
64735, Camera Operator, Ray Sturgess
177155, Editor, Almir Kenović
167179, Camera Operator, Maciej Lisiecki
24646, Set Decoration, Percy Nilsson
4460, Producer, Darryl F. Zanuck
46995, Production Manager, Norman Spencer
3554, Screenplay, Bob Merrill
26768, Novel, Tina Chad Christian
91333, Music, Eiko Ishiwata
41800, Editor, Albrecht Joseph
105734, Original Music Composer, Gunnar Svensson
45765, Editor, Nino Martínez Sosa
2577, Original Music Composer, Stephen Hilton
2989, Co-Producer, Charles Sloan
28801, Sound Recordist, Ron Barron
61225, Set Decoration, Leslie Bloom
3902, Producer, John Goldwyn
52395, Director, Rockne S. OBannon
46845, Original Music Composer, Johnny Harris
74759, Costume Design, Alan Haines
81111, Story, Ralph Graves
11576, Editor, Gene Fowler Jr.
11020, Music, Gheorghe Zamfir
776, Production Design, Eugène Lourié
44868, Art Direction, Richard Day
109912, Editor, Ron Wisman
2267, Screenplay, Carol Skilken
13063, Producer, Alexandra Kelly
46820, Casting, Bárbara Acosta
18727, Assistant Director, Henry Weinberger
12779, Director of Photography, Alex Barber
16235, Book, Hans Holzer
39408, Story, Arthur A. Ross
326094, Original Music Composer, James Lavino
2623, Location Manager, Paul G. Hensler
16177, Set Costumer, Lilian Wadilie
31189, Editor, Teresa Hannigan
25855, Cinematography, Tiwa Moeithaisong
314570, Cinematography, Basil Shadid
73818, Editor, Matthew Hannam
8618, Author, Alan Bennett
25783, Executive Producer, Álvaro Longoria
101520, Writer, Neil Diamond
169885, Co-Executive Producer, Wendy MacKeigan
37903, Casting, Markus Schleinzer
46195, Story, Earl Richey Jones
152599, Editor, Kayla Emter
64678, Key Makeup Artist, Michelle Kearns
16186, Hair Department Head, Taylor Knight
38023, Second Unit, Eric Stacey
300792, Co-Executive Producer, Dan Nelson
4825, Sound Engineer, Fred Lau
18387, Editor, Carroll Timothy OMeara
44190, Screenplay, Charles Schnee
10677, Executive Producer, Rachel Cohen
20325, Assistant Director, Argyle Nelson
15247, Associate Producer, Ronald Kinnoch
25356, Script Supervisor, Sandra Montgomery
27380, Production Supervisor, Issy Shabtay
5485, Story, Vincent Fotre
32569, Editor, Anthony Carras
2701, Executive Producer, Gerald Rafshoon
11583, Editor, David Bretherton
259557, Original Music Composer, Roger Kellaway
107327, Novel, Barry England
21791, Costume Design, Lee Hunsaker
4704, Casting, Ross Brown
109417, Director of Photography, Michael Barrett
42476, Set Decoration, Antony Mondello
34778, Executive Producer, William LeBaron
45988, Editor, James Gold
75595, Director, Elgin James
14983, Makeup Artist, Paul Goldblatt
26983, Cinematography, Joseph C. Brun
278236, Writer, Morgan Matthews
46914, Editor, Brian Gothong Tan
174751, Editor, Alan Cody
37272, Art Direction, Vlasta Svoboda
7979, Producer, Rebecca Yeldham
17770, Story, Gregory Bernstein
4538, Producer, Roman Coppola
17818, Screenplay, W.R. Burnett
31988, Producer, E. Lloyd Sheldon
479, Editor, John Bloom
14940, Editor, Beatrice Sisul
2163, Art Direction, Lee Mayman
20478, Original Music Composer, Craig Deleon
45094, Executive Producer, Markus Barmettler
35106, Original Music Composer, Thomas Chase
345438, Producer, Maarten Swart
290, Casting, Donna Isaacson
5717, Production Manager, Nicholas Frayn
399747, Producer, Iris Torres
6639, Executive Producer, Scott LaStaiti
400136, Co-Producer, Kei Miyamoto
249266, Casting, Erin Toner
14505, Music Supervisor, Jojo Villanueva
319995, Production Design, Estefania Larrain
210947, Editor, Greg Ng
15560, Editor, Toni Myers
92837, Associate Producer, Daniel White
112136, Editor, Alan Dubin
10748, Production Design, Amanda McArthur
15179, Original Music Composer, Fredrik Emilson
51549, Cinematography, Shogo Ueno
577, Casting, Deirdre Bowen
159109, Director of Photography, David McFarland
174311, Producer, Sidney Kimmel
40060, Novel, Graham Masterton
410117, Director of Photography, Ari Wegner
16279, Executive Producer, Steven Shareshian
173917, Costume Design, Eniola Dawodu
66894, Producer, Warrington Hudlin
24115, Editor, Frederick Wardell
78071, Sound Mixer, Jacques Orth
9997, Original Music Composer, Brian Cachia
19128, Assistant Director, Walter Wischniewsky
66192, Writer, Ken Wheat
11445, Producer, Barry Bassett
22396, Story, Jerry Harvey
179641, Director, Dennis Berry
219302, Music Supervisor, Stanley Wilson
